"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","ITEM_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"2017","Blaenau Gwent","W06000019","Median","Value",26006,"Normal Value"
"2017","Torfaen","W06000020","Median","Value",28483,"Normal Value"
"2017","Monmouthshire","W06000021","Median","Value",31466,"Normal Value"
"2017","Newport","W06000022","Median","Value",26204,"Normal Value"
"2017","Aberdeen City","S12000033","Median","Value",28406,"Normal Value"
"2017","Aberdeenshire","S12000034","Median","Value",29298,"Normal Value"
"2017","Angus","S12000041","Median","Value",27538,"Normal Value"
"2017","Argyll and Bute","S12000035","Median","Value",25554,"Normal Value"
"2017","Clackmannanshire","S12000005","Median","Value",26666,"Normal Value"
"2017","Dumfries and Galloway","S12000006","Median","Value",24770,"Normal Value"
"2017","Dundee City","S12000042","Median","Value",26259,"Normal Value"
"2017","East Ayrshire","S12000008","Median","Value",27947,"Normal Value"
"2017","East Dunbartonshire","S12000045","Median","Value",31945,"Normal Value"
"2017","East Lothian","S12000010","Median","Value",31769,"Normal Value"
"2017","East Renfrewshire","S12000011","Median","Value",36587,"Normal Value"
"2017","Edinburgh, City of","S12000036","Median","Value",30702,"Normal Value"
"2017","Eilean Siar","S12000013","Median","Value",24186,"Normal Value"
"2017","Falkirk","S12000014","Median","Value",27866,"Normal Value"
"2017","Fife","S12000015","Median","Value",27424,"Normal Value"
"2017","Glasgow City","S12000046","Median","Value",27121,"Normal Value"
"2017","Highland","S12000017","Median","Value",28282,"Normal Value"
"2017","Inverclyde","S12000018","Median","Value",28131,"Normal Value"
"2017","Midlothian","S12000019","Median","Value",27995,"Normal Value"
"2017","Moray","S12000020","Median","Value",26635,"Normal Value"
"2017","North Ayrshire","S12000021","Median","Value",29094,"Normal Value"
"2017","North Lanarkshire","S12000044","Median","Value",27497,"Normal Value"
"2017","Orkney Islands","S12000023","Median","Value",26843,"Normal Value"
"2017","Perth and Kinross","S12000024","Median","Value",27972,"Normal Value"
"2017","Renfrewshire","S12000038","Median","Value",30810,"Normal Value"
"2017","Scottish Borders","S12000026","Median","Value",27051,"Normal Value"
"2017","Shetland Islands","S12000027","Median","Value",31619,"Normal Value"
"2017","South Ayrshire","S12000028","Median","Value",29632,"Normal Value"
"2017","South Lanarkshire","S12000029","Median","Value",28760,"Normal Value"
"2017","Stirling","S12000030","Median","Value",31717,"Normal Value"
"2017","West Dunbartonshire","S12000039","Median","Value",26661,"Normal Value"
"2017","West Lothian","S12000040","Median","Value",28076,"Normal Value"
