ZoneSystem,ZoneID,Forecast,Year,Jobs,TotalPopn,HH,PopWorkAge,PopPensionAge,EcActive,In_GLA
Railplan,"4,786",GLA,"2,011",866,"3,514","1,521","2,027",0,0,FALSE
Railplan,"4,787",GLA,"2,011",381,"1,801",774,"1,090",0,0,FALSE
Railplan,"4,788",GLA,"2,011",562,"2,011",864,"1,217",0,0,FALSE
Railplan,"4,789",GLA,"2,011",963,"4,011","1,724","2,427",0,0,FALSE
Railplan,"4,790",GLA,"2,011","1,765","3,575","1,536","2,163",0,0,FALSE
Railplan,"4,791",GLA,"2,011","1,888","2,807","1,143","1,712",0,0,FALSE
Railplan,"4,792",GLA,"2,011",69,"2,583","1,053","1,575",0,0,FALSE
Railplan,"4,793",GLA,"2,011","2,880","2,913","1,184","1,783",0,0,FALSE
Railplan,"4,794",GLA,"2,011",458,"4,537","1,868","2,782",0,0,FALSE
Railplan,"4,795",GLA,"2,011",961,"4,023","1,708","2,518",0,0,FALSE
Railplan,"4,796",GLA,"2,011",701,"4,881","2,059","3,058",0,0,FALSE
Railplan,"4,797",GLA,"2,011","7,881","1,668",724,"1,050",0,0,FALSE
Railplan,"4,798",GLA,"2,011",476,"3,813","1,655","2,400",0,0,FALSE
Railplan,"4,799",GLA,"2,011","2,805","3,676","1,560","2,025",0,0,FALSE
Railplan,"4,850",GLA,"2,011",904,"3,776","1,357","2,527","1,575","2,527",TRUE
Railplan,"4,851",GLA,"2,011",339,"3,850","1,384","2,576","1,606","2,576",TRUE
Railplan,"4,852",GLA,"2,011",216,"4,163","1,425","2,756","1,591","2,756",TRUE
Railplan,"4,853",GLA,"2,011",654,"1,579",543,"1,061",622,"1,061",TRUE
Railplan,"4,854",GLA,"2,011",800,"2,054",689,"1,378",780,"1,378",TRUE
Railplan,"4,855",GLA,"2,011",517,"3,375","1,300","2,371","1,571","2,371",TRUE
Railplan,"4,856",GLA,"2,011",789,"2,758","1,060","1,930","1,278","1,930",TRUE
Railplan,"4,857",GLA,"2,011",328,"2,855",989,"1,861","1,083","1,861",TRUE
Railplan,"4,858",GLA,"2,011",875,"2,652",919,"1,728","1,006","1,728",TRUE
Railplan,"4,859",GLA,"2,011",440,449,163,317,203,317,TRUE
Railplan,"4,860",GLA,"2,011",546,"1,848",684,"1,209",753,"1,210",TRUE
Railplan,"4,861",GLA,"2,011",295,"1,392",523,912,576,912,TRUE
Railplan,"4,862",GLA,"2,011",917,"3,475","1,252","2,274","1,380","2,274",TRUE
Railplan,"4,863",GLA,"2,011",202,"2,398",870,"1,598",998,"1,598",TRUE
Railplan,"4,864",GLA,"2,011",813,"2,332",838,"1,561",973,"1,561",TRUE
Railplan,"4,865",GLA,"2,011",533,"3,801","1,382","2,685","1,719","2,685",TRUE
Railplan,"4,866",GLA,"2,011",200,"2,939","1,063","2,058","1,305","2,058",TRUE
Railplan,"4,867",GLA,"2,011",787,"1,833",666,"1,294",829,"1,294",TRUE
Railplan,"4,868",GLA,"2,011",67,418,152,295,189,295,TRUE
Railplan,"4,869",GLA,"2,011","1,662","1,625",631,"1,135",758,"1,135",TRUE
Railplan,"4,870",GLA,"2,011","1,302","3,397","1,298","2,353","1,555","2,353",TRUE
Railplan,"4,871",GLA,"2,011",373,"4,603","1,786","3,215","2,148","3,215",TRUE
Railplan,"4,872",GLA,"2,011",249,"4,293","1,666","2,998","2,003","2,998",TRUE
Railplan,"4,873",GLA,"2,011",109,"1,093",424,763,510,763,TRUE
Railplan,"4,874",GLA,"2,011","1,494",401,146,283,181,283,TRUE
Railplan,"4,875",GLA,"2,011","2,714",862,324,565,356,565,TRUE
Railplan,"4,876",GLA,"2,011",669,"3,473","1,308","2,279","1,527","2,279",TRUE
Railplan,"4,877",GLA,"2,011","2,321","4,231","1,593","2,776","1,860","2,776",TRUE
Railplan,"4,878",GLA,"2,011",645,"3,927","1,513","2,727","1,819","2,727",TRUE
Railplan,"4,879",GLA,"2,011",89,"2,364",889,"1,791","1,248","1,791",TRUE
Railplan,"4,880",GLA,"2,011",690,"2,752",968,"1,846","1,127","1,846",TRUE
Railplan,"4,881",GLA,"2,011","1,242","2,082",682,"1,427",792,"1,427",TRUE
Railplan,"4,882",GLA,"2,011",549,"3,465","1,302","2,439","1,603","2,439",TRUE
Railplan,"4,883",GLA,"2,011","1,569","1,836",695,"1,366",933,"1,366",TRUE
Railplan,"4,884",GLA,"2,011",367,"2,705","1,032","1,964","1,304","1,964",TRUE
Railplan,"4,885",GLA,"2,011",680,"3,788","1,335","2,668","1,620","2,668",TRUE
Railplan,"4,886",GLA,"2,011",959,"3,681","1,402","2,671","1,772","2,671",TRUE
Railplan,"4,887",GLA,"2,011",253,"2,812","1,023","1,987","1,272","1,987",TRUE
Railplan,"4,888",GLA,"2,011",360,"3,007","1,093","2,124","1,360","2,124",TRUE
Railplan,"4,889",GLA,"2,011",320,"2,793","1,015","1,973","1,263","1,973",TRUE
Railplan,"4,890",GLA,"2,011",880,"2,440",887,"1,723","1,104","1,723",TRUE
Railplan,"4,891",GLA,"2,011",707,"3,075","1,118","2,172","1,391","2,172",TRUE
Railplan,"4,892",GLA,"2,011","1,095","4,278","1,573","3,116","2,015","3,116",TRUE
Railplan,"4,893",GLA,"2,011",190,"2,218",795,"1,544",904,"1,544",TRUE
Railplan,"4,894",GLA,"2,011",666,"2,978","1,067","2,073","1,214","2,073",TRUE
Railplan,"4,895",GLA,"2,011",935,"3,079","1,103","2,143","1,255","2,143",TRUE
Railplan,"4,896",GLA,"2,011",304,"4,521","1,620","3,146","1,843","3,146",TRUE
Railplan,"4,897",GLA,"2,011",514,"5,072","1,818","3,530","2,067","3,530",TRUE
Railplan,"4,898",GLA,"2,011",655,"2,821","1,011","1,964","1,150","1,964",TRUE
Railplan,"4,899",GLA,"2,011",398,"4,003","1,435","2,786","1,632","2,786",TRUE
Railplan,"4,958",GLA,"2,011",376,"1,986",702,"1,302",851,"1,302",TRUE
Railplan,"4,959",GLA,"2,011",986,"1,686",626,"1,080",678,"1,080",TRUE
Railplan,"4,960",GLA,"2,011",592,"4,139","1,518","2,666","1,618","2,666",TRUE
Railplan,"4,961",GLA,"2,011",377,"4,306","1,596","2,873","1,846","2,873",TRUE
Railplan,"4,962",GLA,"2,011","1,724",972,365,677,464,677,TRUE
Railplan,"4,963",GLA,"2,011",497,"2,907","1,069","1,888","1,161","1,887",TRUE
Railplan,"4,964",GLA,"2,011",924,"3,035","1,160","2,118","1,432","2,118",TRUE
Railplan,"4,965",GLA,"2,011","3,070","2,826","1,074","1,954","1,287","1,954",TRUE
Railplan,"4,966",GLA,"2,011",225,"3,351","1,351","2,009","1,428","2,009",TRUE
Railplan,"4,967",GLA,"2,011",674,"1,342",502,855,550,856,TRUE
Railplan,"4,968",GLA,"2,011",747,"3,110","1,167","1,982","1,286","1,982",TRUE
Railplan,"4,969",GLA,"2,011",301,"3,171","1,223","1,972","1,379","1,972",TRUE
Railplan,"4,970",GLA,"2,011",964,"3,270","1,286","1,971","1,354","1,971",TRUE
Railplan,"4,971",GLA,"2,011","1,122","2,972","1,149","1,848","1,299","1,848",TRUE
Railplan,"4,972",GLA,"2,011","1,052","2,233",863,"1,386",976,"1,386",TRUE
Railplan,"4,973",GLA,"2,011",859,"1,910",739,"1,185",835,"1,185",TRUE
Railplan,"4,974",GLA,"2,011",477,"2,956","1,215","1,732","1,225","1,732",TRUE
Railplan,"4,975",GLA,"2,011",117,"2,679","1,046","1,632","1,137","1,632",TRUE
Railplan,"4,976",GLA,"2,011",971,"2,090",818,"1,271",893,"1,271",TRUE
Railplan,"4,977",GLA,"2,011",174,"1,946",777,"1,163",810,"1,163",TRUE
Railplan,"4,978",GLA,"2,011",232,"2,790","1,110","1,667","1,157","1,667",TRUE
Railplan,"4,979",GLA,"2,011",151,277,121,165,126,165,TRUE
Railplan,"4,980",GLA,"2,011",431,"3,996","1,675","2,317","1,661","2,317",TRUE
Railplan,"4,981",GLA,"2,011",116,"2,611","1,094","1,514","1,085","1,514",TRUE
Railplan,"4,982",GLA,"2,011","1,211","1,206",510,704,512,704,TRUE
Railplan,"4,983",GLA,"2,011","1,240","1,904",825,"1,130",850,"1,129",TRUE
Railplan,"4,984",GLA,"2,011",58,"2,052",897,"1,226",935,"1,226",TRUE
Railplan,"4,985",GLA,"2,011","1,137","1,385",508,890,537,890,TRUE
Railplan,"4,986",GLA,"2,011","1,641","4,469","1,726","2,803","2,036","2,803",TRUE
Railplan,"4,987",GLA,"2,011","3,064","3,574","1,381","2,240","1,619","2,240",TRUE
Railplan,"4,988",GLA,"2,011",261,"3,392","1,299","2,174","1,480","2,174",TRUE
Railplan,"4,989",GLA,"2,011","1,017","4,616","1,779","2,898","2,100","2,898",TRUE
Railplan,"4,990",GLA,"2,011",320,"4,723","1,746","3,110","1,937","3,110",TRUE
Railplan,"4,991",GLA,"2,011","1,048","4,694","1,717","3,084","1,930","3,084",TRUE
Railplan,"4,992",GLA,"2,011","1,598","3,679","1,361","2,503","1,628","2,503",TRUE
Railplan,"4,993",GLA,"2,011",617,"2,775","1,055","1,818","1,157","1,818",TRUE
Railplan,"4,994",GLA,"2,011","1,219","1,974",751,"1,294",822,"1,294",TRUE
Railplan,"4,995",GLA,"2,011","1,366","3,391","1,274","2,307","1,498","2,307",TRUE
Railplan,"4,996",GLA,"2,011",623,"4,007","1,496","2,741","1,783","2,741",TRUE
Railplan,"4,997",GLA,"2,011",962,"2,154",797,"1,413",903,"1,413",TRUE
Railplan,"4,998",GLA,"2,011",392,"3,273","1,144","2,151","1,399","2,151",TRUE
Railplan,"4,999",GLA,"2,011",91,"2,946","1,105","1,931","1,229","1,931",TRUE
Railplan,"5,066",GLA,"2,011",890,"3,194","1,231","2,292","1,472","2,292",TRUE
Railplan,"5,067",GLA,"2,011",571,"3,779","1,484","2,846","1,924","2,846",TRUE
Railplan,"5,068",GLA,"2,011",491,"2,648","1,019","1,805","1,076","1,805",TRUE
Railplan,"5,069",GLA,"2,011",262,"2,963","1,139","2,051","1,251","2,050",TRUE
Railplan,"5,070",GLA,"2,011","1,843","4,183","1,575","2,823","1,692","2,822",TRUE
Railplan,"5,071",GLA,"2,011","1,414","5,050","1,844","3,349","2,016","3,349",TRUE
Railplan,"5,072",GLA,"2,011","1,353","1,966",686,"1,240",735,"1,240",TRUE
Railplan,"5,073",GLA,"2,011",834,"4,129","1,448","2,612","1,544","2,612",TRUE
Railplan,"5,074",GLA,"2,011",972,"1,943",765,"1,324",754,"1,324",TRUE
Railplan,"5,075",GLA,"2,011",617,"3,103","1,194","2,114","1,261","2,114",TRUE
Railplan,"5,076",GLA,"2,011",137,"3,081","1,186","2,100","1,252","2,100",TRUE
Railplan,"5,077",GLA,"2,011","1,430","2,788","1,087","2,028","1,317","2,028",TRUE
Railplan,"5,078",GLA,"2,011",264,"3,490","1,311","2,379","1,436","2,379",TRUE
Railplan,"5,079",GLA,"2,011",247,"3,502","1,316","2,393","1,448","2,393",TRUE
Railplan,"5,080",GLA,"2,011",154,"5,214","1,897","3,421","1,796","3,421",TRUE
Railplan,"5,081",GLA,"2,011","1,432","2,220",812,"1,466",789,"1,466",TRUE
Railplan,"5,082",GLA,"2,011","2,000","2,433",885,"1,596",838,"1,596",TRUE
Railplan,"5,083",GLA,"2,011",841,"3,342","1,240","2,129","1,118","2,129",TRUE
Railplan,"5,084",GLA,"2,011",874,"2,982","1,108","1,871",993,"1,872",TRUE
Railplan,"5,085",GLA,"2,011","1,963","2,080",819,"1,420",795,"1,420",TRUE
Railplan,"5,086",GLA,"2,011",406,"1,073",391,704,369,704,TRUE
Railplan,"5,087",GLA,"2,011",171,"3,230","1,175","2,119","1,113","2,119",TRUE
Railplan,"5,088",GLA,"2,011",438,"4,413","1,656","2,874","1,461","2,874",TRUE
Railplan,"5,089",GLA,"2,011","1,011","2,831","1,112","2,132","1,441","2,132",TRUE
Railplan,"5,090",GLA,"2,011",482,"2,886","1,001","1,812","1,078","1,813",TRUE
Railplan,"5,091",GLA,"2,011",990,"2,915","1,012","1,831","1,089","1,831",TRUE
Railplan,"5,092",GLA,"2,011","2,169",699,280,448,212,448,TRUE
Railplan,"5,093",GLA,"2,011","1,479","2,067",826,"1,325",625,"1,325",TRUE
Railplan,"5,094",GLA,"2,011","1,834","2,653","1,059","1,702",804,"1,702",TRUE
Railplan,"5,095",GLA,"2,011",505,"4,438","1,638","2,825","1,494","2,825",TRUE
Railplan,"5,096",GLA,"2,011",759,"3,754","1,394","2,356","1,251","2,356",TRUE
Railplan,"5,097",GLA,"2,011",200,"3,512","1,303","2,227","1,205","2,227",TRUE
Railplan,"5,098",GLA,"2,011",138,"3,525","1,309","2,217","1,182","2,217",TRUE
Railplan,"5,099",GLA,"2,011",598,"3,887","1,446","2,451","1,312","2,451",TRUE
Railplan,"5,148",GLA,"2,011","1,417","1,487",702,"1,085",881,"1,085",TRUE
Railplan,"5,149",GLA,"2,011",157,"1,939",916,"1,416","1,149","1,416",TRUE
Railplan,"5,150",GLA,"2,011",157,"3,991","1,886","2,913","2,366","2,913",TRUE
Railplan,"5,151",GLA,"2,011","1,975","2,089",985,"1,523","1,232","1,523",TRUE
Railplan,"5,152",GLA,"2,011",169,"1,144",507,801,637,801,TRUE
Railplan,"5,153",GLA,"2,011",461,"3,201","1,419","2,241","1,784","2,241",TRUE
Railplan,"5,154",GLA,"2,011",522,955,423,668,532,668,TRUE
Railplan,"5,155",GLA,"2,011",998,"3,116","1,382","2,182","1,736","2,182",TRUE
Railplan,"5,156",GLA,"2,011","1,520","3,017","1,338","2,113","1,681","2,113",TRUE
Railplan,"5,157",GLA,"2,011",449,"2,023",876,"1,389","1,118","1,389",TRUE
Railplan,"5,158",GLA,"2,011",92,"2,219","1,004","1,574","1,261","1,574",TRUE
Railplan,"5,159",GLA,"2,011","1,929","1,653",713,"1,138",915,"1,138",TRUE
Railplan,"5,160",GLA,"2,011",499,"3,902","1,594","2,579","2,062","2,579",TRUE
Railplan,"5,161",GLA,"2,011","1,281","1,656",714,"1,140",916,"1,140",TRUE
Railplan,"5,162",GLA,"2,011",313,"2,659","1,083","1,793","1,381","1,793",TRUE
Railplan,"5,163",GLA,"2,011",529,"3,536","1,485","2,411","1,900","2,411",TRUE
Railplan,"5,164",GLA,"2,011","1,060","1,661",660,"1,093",849,"1,093",TRUE
Railplan,"5,165",GLA,"2,011",471,"3,333","1,380","2,229","1,737","2,229",TRUE
Railplan,"5,166",GLA,"2,011",257,"2,011",907,"1,495","1,161","1,495",TRUE
Railplan,"5,167",GLA,"2,011","1,041","2,846","1,272","2,023","1,467","2,023",TRUE
Railplan,"5,168",GLA,"2,011",237,"4,083","1,816","2,896","2,077","2,896",TRUE
Railplan,"5,169",GLA,"2,011",538,"2,096",929,"1,467","1,168","1,467",TRUE
Railplan,"5,170",GLA,"2,011",588,"2,929","1,242","1,988","1,574","1,988",TRUE
Railplan,"5,171",GLA,"2,011",829,"2,375",943,"1,526","1,140","1,526",TRUE
Railplan,"5,172",GLA,"2,011",195,"2,461",923,"1,509","1,067","1,509",TRUE
Railplan,"5,173",GLA,"2,011",537,"1,915",845,"1,429","1,080","1,429",TRUE
Railplan,"5,174",GLA,"2,011",242,"4,752","2,096","3,563","2,708","3,563",TRUE
Railplan,"5,175",GLA,"2,011","1,346","3,110","1,271","2,196","1,413","2,196",TRUE
Railplan,"5,176",GLA,"2,011","1,181","3,814","1,561","2,697","1,730","2,697",TRUE
Railplan,"5,177",GLA,"2,011",824,"3,012","1,233","2,130","1,366","2,130",TRUE
Railplan,"5,178",GLA,"2,011","1,076","4,373","1,715","3,059","1,938","3,059",TRUE
Railplan,"5,179",GLA,"2,011","1,922","3,435","1,405","2,428","1,558","2,428",TRUE
Railplan,"5,180",GLA,"2,011",522,"2,824","1,150","1,984","1,292","1,984",TRUE
Railplan,"5,181",GLA,"2,011",411,"4,494","1,660","3,072","1,883","3,072",TRUE
Railplan,"5,182",GLA,"2,011",966,"3,271","1,302","2,440","1,628","2,440",TRUE
Railplan,"5,183",GLA,"2,011","1,242","4,334","1,893","3,251","2,447","3,251",TRUE
Railplan,"5,184",GLA,"2,011",951,"2,255",891,"1,698","1,155","1,698",TRUE
Railplan,"5,185",GLA,"2,011","1,157","3,667","1,440","2,762","1,867","2,762",TRUE
Railplan,"5,186",GLA,"2,011",506,"3,072","1,246","2,243","1,457","2,243",TRUE
Railplan,"5,187",GLA,"2,011",927,"3,651","1,579","2,624","1,839","2,624",TRUE
Railplan,"5,188",GLA,"2,011",122,"1,558",635,"1,140",742,"1,140",TRUE
Railplan,"5,189",GLA,"2,011",666,"3,913","1,590","2,870","1,873","2,870",TRUE
Railplan,"5,190",GLA,"2,011","1,605","3,013","1,169","1,997","1,483","1,997",TRUE
Railplan,"5,191",GLA,"2,011",724,"3,288","1,278","2,184","1,615","2,184",TRUE
Railplan,"5,192",GLA,"2,011",362,"4,624","1,794","3,066","2,276","3,066",TRUE
Railplan,"5,193",GLA,"2,011",740,"3,741","1,378","2,579","1,603","2,579",TRUE
Railplan,"5,194",GLA,"2,011",428,"5,720","2,217","4,004","2,531","4,004",TRUE
Railplan,"5,195",GLA,"2,011",691,"3,829","1,410","2,639","1,640","2,639",TRUE
Railplan,"5,196",GLA,"2,011",408,899,366,658,429,658,TRUE
Railplan,"5,197",GLA,"2,011","1,098","2,414","1,073","1,712","1,228","1,712",TRUE
Railplan,"5,198",GLA,"2,011","2,611","1,607",653,"1,175",764,"1,175",TRUE
Railplan,"5,199",GLA,"2,011","2,489","1,501",612,"1,087",704,"1,087",TRUE
Railplan,"5,250",GLA,"2,011","2,121",370,130,232,124,232,TRUE
Railplan,"5,261",GLA,"2,011",48,380,137,238,127,238,TRUE
Railplan,"5,262",GLA,"2,011",113,"4,174","1,521","2,612","1,394","2,612",TRUE
Railplan,"5,263",GLA,"2,011","1,205","2,755","1,008","1,723",919,"1,723",TRUE
Railplan,"5,264",GLA,"2,011",191,"2,167",822,"1,341",805,"1,341",TRUE
Railplan,"5,265",GLA,"2,011","7,750","2,921","1,047","1,805","1,090","1,805",TRUE
Railplan,"5,266",GLA,"2,011",294,"4,172","1,527","2,600","1,722","2,600",TRUE
Railplan,"5,267",GLA,"2,011",635,"1,531",568,962,531,962,TRUE
Railplan,"5,268",GLA,"2,011",652,"5,020","1,826","3,188","1,742","3,189",TRUE
Railplan,"5,269",GLA,"2,011",393,"3,692","1,343","2,345","1,281","2,346",TRUE
Railplan,"5,270",GLA,"2,011","2,262","3,486","1,268","2,215","1,210","2,215",TRUE
Railplan,"5,271",GLA,"2,011",544,"4,482","1,662","2,771","1,596","2,771",TRUE
Railplan,"5,272",GLA,"2,011","1,047","4,247","1,575","2,626","1,512","2,626",TRUE
Railplan,"5,273",GLA,"2,011",140,"1,658",615,"1,025",590,"1,025",TRUE
Railplan,"5,274",GLA,"2,011","2,221","1,946",708,"1,237",675,"1,237",TRUE
Railplan,"5,275",GLA,"2,011","1,186","4,025","1,440","2,489","1,482","2,489",TRUE
Railplan,"5,276",GLA,"2,011",439,"3,430","1,226","2,121","1,263","2,121",TRUE
Railplan,"5,277",GLA,"2,011","2,385","2,646",968,"1,629",936,"1,629",TRUE
Railplan,"5,278",GLA,"2,011",466,"2,223",795,"1,374",817,"1,374",TRUE
Railplan,"5,279",GLA,"2,011","1,358","3,489","1,299","2,154","1,242","2,154",TRUE
Railplan,"5,280",GLA,"2,011",152,"4,781","1,807","2,948","1,788","2,948",TRUE
Railplan,"5,281",GLA,"2,011","3,230","3,161","1,255","1,940","1,052","1,940",TRUE
Railplan,"5,282",GLA,"2,011",55,"2,288",837,"1,431",763,"1,431",TRUE
Railplan,"5,283",GLA,"2,011",257,"3,403","1,258","2,124","1,135","2,124",TRUE
Railplan,"5,284",GLA,"2,011","2,048",754,270,473,253,473,TRUE
Railplan,"5,285",GLA,"2,011",963,"2,833","1,065","1,749",996,"1,749",TRUE
Railplan,"5,286",GLA,"2,011","1,192","4,152","1,533","2,594","1,407","2,594",TRUE
Railplan,"5,287",GLA,"2,011",742,"4,380","1,661","2,702","1,528","2,702",TRUE
Railplan,"5,288",GLA,"2,011",781,"4,308","1,712","2,643","1,435","2,643",TRUE
Railplan,"5,289",GLA,"2,011",346,"4,415","1,639","2,730","1,571","2,730",TRUE
Railplan,"5,290",GLA,"2,011","1,258","3,972","1,484","2,452","1,404","2,452",TRUE
Railplan,"5,291",GLA,"2,011","1,188","4,214","1,587","2,604","1,531","2,604",TRUE
Railplan,"5,292",GLA,"2,011",509,"3,423","1,299","2,119","1,274","2,119",TRUE
Railplan,"5,293",GLA,"2,011",796,"4,915","1,865","3,043","1,829","3,043",TRUE
Railplan,"5,294",GLA,"2,011",730,"3,820","1,449","2,365","1,422","2,365",TRUE
Railplan,"5,295",GLA,"2,011","1,881","4,243","1,610","2,627","1,579","2,627",TRUE
Railplan,"5,296",GLA,"2,011",265,"2,298",872,"1,423",855,"1,423",TRUE
Railplan,"5,297",GLA,"2,011",796,"3,714","1,409","2,299","1,382","2,299",TRUE
Railplan,"5,298",GLA,"2,011",354,"3,009","1,141","1,863","1,120","1,863",TRUE
Railplan,"5,299",GLA,"2,011","5,223",651,249,401,226,401,TRUE
Railplan,"5,338",GLA,"2,011",72,"2,153",843,"1,448",981,"1,448",TRUE
Railplan,"5,339",GLA,"2,011",389,"2,594",907,"1,632",965,"1,632",TRUE
Railplan,"5,340",GLA,"2,011",466,"3,421","1,209","2,149","1,240","2,149",TRUE
Railplan,"5,341",GLA,"2,011","2,412","1,579",558,992,573,992,TRUE
Railplan,"5,342",GLA,"2,011",209,"2,635",929,"1,666",996,"1,666",TRUE
Railplan,"5,343",GLA,"2,011",170,"2,236",883,"1,511","1,032","1,511",TRUE
Railplan,"5,344",GLA,"2,011",688,"2,473",988,"1,684","1,166","1,684",TRUE
Railplan,"5,345",GLA,"2,011",452,"1,967",786,"1,339",927,"1,339",TRUE
Railplan,"5,346",GLA,"2,011",574,"5,098","1,942","3,390","2,427","3,390",TRUE
Railplan,"5,347",GLA,"2,011",562,"2,781","1,090","1,705","1,258","1,705",TRUE
Railplan,"5,348",GLA,"2,011",722,"3,009","1,209","1,855","1,373","1,855",TRUE
Railplan,"5,349",GLA,"2,011",264,"3,430","1,344","2,103","1,551","2,103",TRUE
Railplan,"5,350",GLA,"2,011","1,590","1,384",570,844,557,844,TRUE
Railplan,"5,351",GLA,"2,011",487,"2,526",820,"1,505","1,006","1,505",TRUE
Railplan,"5,352",GLA,"2,011","1,547","1,406",494,845,565,845,TRUE
Railplan,"5,353",GLA,"2,011","4,339","1,421",602,888,651,888,TRUE
Railplan,"5,354",GLA,"2,011","4,438","2,141",962,"1,343",999,"1,343",TRUE
Railplan,"5,355",GLA,"2,011","1,134","3,338","1,499","2,081","1,567","2,081",TRUE
Railplan,"5,356",GLA,"2,011",569,"4,485","1,777","2,776","2,037","2,776",TRUE
Railplan,"5,357",GLA,"2,011","1,128","4,245","1,563","2,670","1,901","2,670",TRUE
Railplan,"5,358",GLA,"2,011",980,"4,767","1,852","3,104","2,098","3,104",TRUE
Railplan,"5,359",GLA,"2,011",276,"3,030","1,196","1,841","1,382","1,841",TRUE
Railplan,"5,360",GLA,"2,011",464,"2,556","1,010","1,626","1,146","1,626",TRUE
Railplan,"5,361",GLA,"2,011",707,"2,989","1,099","1,871","1,080","1,871",TRUE
Railplan,"5,362",GLA,"2,011",579,"3,539","1,332","2,206","1,313","2,206",TRUE
Railplan,"5,363",GLA,"2,011",755,"3,038","1,188","1,961","1,344","1,961",TRUE
Railplan,"5,364",GLA,"2,011","1,405","4,295","1,502","2,702","1,597","2,702",TRUE
Railplan,"5,365",GLA,"2,011",927,"3,995","1,396","2,513","1,485","2,513",TRUE
Railplan,"5,366",GLA,"2,011",240,"3,878","1,462","2,484","1,638","2,484",TRUE
Railplan,"5,367",GLA,"2,011",671,"3,686","1,377","2,411","1,547","2,411",TRUE
Railplan,"5,368",GLA,"2,011",767,"3,128","1,249","2,092","1,464","2,092",TRUE
Railplan,"5,369",GLA,"2,011",611,"3,342","1,316","2,059","1,512","2,059",TRUE
Railplan,"5,370",GLA,"2,011","2,171","2,971","1,185","1,931","1,375","1,931",TRUE
Railplan,"5,371",GLA,"2,011",411,"2,782","1,107","1,890","1,312","1,890",TRUE
Railplan,"5,372",GLA,"2,011","2,095","1,466",584,997,692,997,TRUE
Railplan,"5,373",GLA,"2,011",958,"3,719","1,402","2,321","1,323","2,321",TRUE
Railplan,"5,374",GLA,"2,011",493,"4,766","1,796","2,974","1,695","2,974",TRUE
Railplan,"5,375",GLA,"2,011",531,"3,484","1,534","2,165","1,627","2,165",TRUE
Railplan,"5,376",GLA,"2,011",864,"3,467","1,549","2,147","1,640","2,147",TRUE
Railplan,"5,377",GLA,"2,011","1,224","3,182","1,346","1,987","1,488","1,987",TRUE
Railplan,"5,378",GLA,"2,011",162,"3,994","1,690","2,495","1,868","2,495",TRUE
Railplan,"5,379",GLA,"2,011","1,966","2,756","1,177","1,750","1,243","1,750",TRUE
Railplan,"5,380",GLA,"2,011","1,379","3,494","1,494","2,183","1,634","2,183",TRUE
Railplan,"5,381",GLA,"2,011","3,341","2,080",922,"1,299",968,"1,299",TRUE
Railplan,"5,382",GLA,"2,011",395,"3,004","1,138","1,813","1,290","1,813",TRUE
Railplan,"5,383",GLA,"2,011",109,"3,159","1,199","1,907","1,359","1,907",TRUE
Railplan,"5,384",GLA,"2,011","1,086","2,516",971,"1,522","1,065","1,522",TRUE
Railplan,"5,385",GLA,"2,011",783,"2,246",876,"1,326",999,"1,326",TRUE
Railplan,"5,386",GLA,"2,011",621,"2,540","1,006","1,545","1,159","1,545",TRUE
Railplan,"5,387",GLA,"2,011",266,"2,724","1,076","1,600","1,214","1,600",TRUE
Railplan,"5,388",GLA,"2,011",592,"2,360",971,"1,439",950,"1,439",TRUE
Railplan,"5,389",GLA,"2,011",240,"3,452","1,421","2,104","1,390","2,104",TRUE
Railplan,"5,390",GLA,"2,011",241,"3,619","1,461","2,362","1,656","2,362",TRUE
Railplan,"5,391",GLA,"2,011",295,"3,866","1,569","2,500","1,728","2,500",TRUE
Railplan,"5,392",GLA,"2,011","4,038","1,322",535,868,606,868,TRUE
Railplan,"5,393",GLA,"2,011",884,"3,081","1,238","2,024","1,418","2,024",TRUE
Railplan,"5,394",GLA,"2,011",575,"2,345",891,"1,557","1,116","1,557",TRUE
Railplan,"5,395",GLA,"2,011",222,"2,564",981,"1,701","1,216","1,701",TRUE
Railplan,"5,396",GLA,"2,011",700,"2,911","1,106","1,933","1,386","1,933",TRUE
Railplan,"5,397",GLA,"2,011",540,"3,668","1,405","2,434","1,740","2,434",TRUE
Railplan,"5,398",GLA,"2,011",820,"2,720","1,033","1,807","1,296","1,806",TRUE
Railplan,"5,399",GLA,"2,011",768,"3,637","1,382","2,416","1,732","2,416",TRUE
Railplan,"5,407",GLA,"2,011",37,50,19,32,24,32,TRUE
Railplan,"5,431",GLA,"2,011","1,012","4,912","1,881","3,226","2,235","3,226",TRUE
Railplan,"5,432",GLA,"2,011",701,"1,612",624,"1,068",749,"1,068",TRUE
Railplan,"5,433",GLA,"2,011",208,"3,215","1,247","1,921","1,444","1,921",TRUE
Railplan,"5,434",GLA,"2,011",397,"4,502","1,749","2,701","2,032","2,701",TRUE
Railplan,"5,435",GLA,"2,011",385,"2,828","1,176","1,917","1,490","1,917",TRUE
Railplan,"5,436",GLA,"2,011","2,070","3,215","1,337","2,179","1,694","2,179",TRUE
