ZoneSystem,ZoneID,Forecast,Year,Jobs,TotalPopn,HH,PopWorkAge,PopPensionAge,EcActive,In_GLA
Railplan,"5,893",GLA,"2,021","1,023","5,861","2,395","4,194",619,"2,856",TRUE
Railplan,"5,894",GLA,"2,021",763,"3,682","1,504","2,635",388,"1,793",TRUE
Railplan,"5,895",GLA,"2,021",283,"3,611","1,476","2,584",381,"1,760",TRUE
Railplan,"5,896",GLA,"2,021",283,"3,282","1,322","2,330",347,"1,572",TRUE
Railplan,"5,897",GLA,"2,021",697,"3,772","1,542","2,700",398,"1,838",TRUE
Railplan,"5,898",GLA,"2,021","1,037","2,692","1,099","1,925",283,"1,309",TRUE
Railplan,"5,899",GLA,"2,021",637,"2,726","1,276","1,907",272,"1,307",TRUE
Railplan,"5,951",GLA,"2,021",397,"2,976",950,"1,971",371,"1,295",TRUE
Railplan,"5,952",GLA,"2,021",591,"1,844",740,"1,283",180,884,TRUE
Railplan,"5,953",GLA,"2,021","1,452","1,007",404,701,98,483,TRUE
Railplan,"5,954",GLA,"2,021","2,264",448,180,312,44,215,TRUE
Railplan,"5,955",GLA,"2,021","6,843","1,592",639,"1,108",155,763,TRUE
Railplan,"5,956",GLA,"2,021",795,"4,842","1,543","3,163",773,"2,193",TRUE
Railplan,"5,957",GLA,"2,021",309,"1,682",589,"1,093",190,701,TRUE
Railplan,"5,958",GLA,"2,021","1,003","3,772","1,318","2,454",417,"1,570",TRUE
Railplan,"5,959",GLA,"2,021",67,"3,637","1,268","2,368",394,"1,512",TRUE
Railplan,"5,960",GLA,"2,021",388,"2,450",854,"1,581",300,"1,033",TRUE
Railplan,"5,961",GLA,"2,021","1,082","2,814","1,046","1,771",493,"1,223",TRUE
Railplan,"5,962",GLA,"2,021",805,"2,983","1,117","1,871",545,"1,304",TRUE
Railplan,"5,963",GLA,"2,021",716,"2,059",771,"1,288",379,896,TRUE
Railplan,"5,964",GLA,"2,021",596,"2,924","1,096","1,831",540,"1,278",TRUE
Railplan,"5,965",GLA,"2,021","2,945","1,646",653,"1,125",177,776,TRUE
Railplan,"5,966",GLA,"2,021",541,845,339,588,82,405,TRUE
Railplan,"5,967",GLA,"2,021",837,"5,065","2,033","3,525",494,"2,427",TRUE
Railplan,"5,968",GLA,"2,021",278,"3,852","1,238","2,580",535,"1,705",TRUE
Railplan,"5,969",GLA,"2,021",235,"3,267","1,050","2,188",454,"1,446",TRUE
Railplan,"5,970",GLA,"2,021",107,"2,015",647,"1,349",282,893,TRUE
Railplan,"5,971",GLA,"2,021",77,"1,837",579,"1,219",300,839,TRUE
Railplan,"5,972",GLA,"2,021","1,238","2,388",753,"1,585",390,"1,091",TRUE
Railplan,"5,973",GLA,"2,021",942,"1,375",433,912,226,629,TRUE
Railplan,"5,974",GLA,"2,021",55,"2,923",920,"1,939",482,"1,337",TRUE
Railplan,"5,975",GLA,"2,021","1,320","3,302","1,151","2,150",358,"1,373",TRUE
Railplan,"5,976",GLA,"2,021",193,"4,202","1,465","2,736",455,"1,746",TRUE
Railplan,"5,977",GLA,"2,021","1,048","2,613",840,"1,750",363,"1,157",TRUE
Railplan,"5,978",GLA,"2,021",144,"2,888",913,"1,906",471,"1,316",TRUE
Railplan,"5,979",GLA,"2,021",101,"2,936",958,"1,855",438,"1,302",TRUE
Railplan,"5,980",GLA,"2,021",405,"2,958",969,"1,859",436,"1,307",TRUE
Railplan,"5,981",GLA,"2,021",427,916,297,593,131,405,TRUE
Railplan,"5,982",GLA,"2,021",471,"1,808",581,"1,211",251,800,TRUE
Railplan,"5,983",GLA,"2,021",44,"2,124",679,"1,408",267,926,TRUE
Railplan,"5,984",GLA,"2,021",66,"1,598",513,"1,046",207,698,TRUE
Railplan,"5,985",GLA,"2,021","1,180","3,739","1,205","2,472",473,"1,630",TRUE
Railplan,"5,986",GLA,"2,021",33,"1,681",537,"1,114",210,732,TRUE
Railplan,"5,987",GLA,"2,021",151,"3,067","1,017","2,015",406,"1,344",TRUE
Railplan,"5,988",GLA,"2,021","1,022",927,352,589,151,417,TRUE
Railplan,"5,989",GLA,"2,021",807,"2,489",973,"1,570",424,"1,125",TRUE
Railplan,"5,990",GLA,"2,021",61,"2,255",892,"1,418",391,"1,022",TRUE
Railplan,"5,991",GLA,"2,021",263,"2,069",828,"1,288",376,934,TRUE
Railplan,"5,992",GLA,"2,021",749,"3,137","1,290","1,899",640,"1,399",TRUE
Railplan,"5,993",GLA,"2,021","1,606","3,628","1,197","2,277",539,"1,603",TRUE
Railplan,"5,994",GLA,"2,021",195,"2,598",933,"1,610",438,"1,152",TRUE
Railplan,"5,995",GLA,"2,021",298,"2,386",903,"1,490",445,"1,046",TRUE
Railplan,"5,996",GLA,"2,021","1,077","2,739","1,125","1,660",558,"1,220",TRUE
Railplan,"5,997",GLA,"2,021",681,"3,454","1,397","2,106",693,"1,534",TRUE
Railplan,"5,998",GLA,"2,021","1,849","1,849",764,"1,118",379,825,TRUE
Railplan,"5,999",GLA,"2,021","1,638","3,443","1,422","2,082",706,"1,536",TRUE
Railplan,"6,048",GLA,"2,021",85,"1,839",673,"1,136",331,762,TRUE
Railplan,"6,049",GLA,"2,021",283,"2,869","1,064","1,855",452,"1,334",TRUE
Railplan,"6,050",GLA,"2,021","2,017","3,999","1,485","2,585",662,"1,879",TRUE
Railplan,"6,051",GLA,"2,021",302,"2,022",768,"1,341",259,939,TRUE
Railplan,"6,052",GLA,"2,021","1,134","3,573","1,415","2,458",373,"1,697",TRUE
Railplan,"6,053",GLA,"2,021","1,342","2,620",971,"1,702",358,"1,193",TRUE
Railplan,"6,054",GLA,"2,021",798,"3,469","1,280","2,244",482,"1,575",TRUE
Railplan,"6,055",GLA,"2,021",228,"2,231",824,"1,443",322,"1,020",TRUE
Railplan,"6,056",GLA,"2,021",699,"2,958","1,102","1,908",485,"1,383",TRUE
Railplan,"6,057",GLA,"2,021","1,105","1,536",557,944,274,624,TRUE
Railplan,"6,058",GLA,"2,021",552,"3,535","1,304","2,172",640,"1,466",TRUE
Railplan,"6,059",GLA,"2,021","2,254",664,236,417,109,294,TRUE
Railplan,"6,060",GLA,"2,021",132,"2,169",772,"1,363",357,961,TRUE
Railplan,"6,061",GLA,"2,021",33,"1,813",649,"1,143",299,810,TRUE
Railplan,"6,062",GLA,"2,021","1,370","3,295","1,240","2,112",565,"1,540",TRUE
Railplan,"6,063",GLA,"2,021",975,"3,323","1,374","2,019",711,"1,516",TRUE
Railplan,"6,064",GLA,"2,021",272,"1,796",744,"1,091",385,820,TRUE
Railplan,"6,065",GLA,"2,021","2,366",857,355,520,184,391,TRUE
Railplan,"6,066",GLA,"2,021",172,"1,386",543,870,262,642,TRUE
Railplan,"6,067",GLA,"2,021",172,"1,642",680,997,352,749,TRUE
Railplan,"6,068",GLA,"2,021",986,"2,132",884,"1,302",427,"1,015",TRUE
Railplan,"6,069",GLA,"2,021",196,"2,069",848,"1,264",411,971,TRUE
Railplan,"6,070",GLA,"2,021",29,"1,437",595,872,308,655,TRUE
Railplan,"6,071",GLA,"2,021",86,"2,462","1,020","1,495",528,"1,123",TRUE
Railplan,"6,072",GLA,"2,021",330,"2,550","1,056","1,549",547,"1,163",TRUE
Railplan,"6,073",GLA,"2,021",398,"3,639","1,233","2,362",434,"1,541",TRUE
Railplan,"6,074",GLA,"2,021",682,"3,039","1,030","1,972",363,"1,287",TRUE
Railplan,"6,075",GLA,"2,021",379,"4,944","1,675","3,209",590,"2,094",TRUE
Railplan,"6,076",GLA,"2,021",133,"1,588",538,"1,031",189,673,TRUE
Railplan,"6,077",GLA,"2,021",87,"2,406",821,"1,555",302,"1,025",TRUE
Railplan,"6,078",GLA,"2,021",54,"1,819",640,"1,152",279,797,TRUE
Railplan,"6,079",GLA,"2,021","1,185","3,598","1,279","2,263",588,"1,593",TRUE
Railplan,"6,080",GLA,"2,021","1,602","1,977",734,"1,278",327,929,TRUE
Railplan,"6,081",GLA,"2,021",132,"3,147","1,163","2,027",520,"1,469",TRUE
Railplan,"6,082",GLA,"2,021",214,"2,664",948,"1,675",438,"1,181",TRUE
Railplan,"6,083",GLA,"2,021",789,"1,649",634,"1,084",198,735,TRUE
Railplan,"6,084",GLA,"2,021",317,"1,865",665,"1,174",307,830,TRUE
Railplan,"6,085",GLA,"2,021",302,"2,430",905,"1,573",395,"1,138",TRUE
Railplan,"6,086",GLA,"2,021",631,"2,809","1,080","1,846",338,"1,252",TRUE
Railplan,"6,087",GLA,"2,021",684,"1,662",637,"1,090",204,741,TRUE
Railplan,"6,088",GLA,"2,021","1,249","4,358","1,677","2,866",525,"1,945",TRUE
Railplan,"6,089",GLA,"2,021",187,"1,616",569,"1,023",249,709,TRUE
Railplan,"6,090",GLA,"2,021",379,"1,803",611,"1,170",215,764,TRUE
Railplan,"6,091",GLA,"2,021","2,305","4,270","1,526","2,786",511,"1,847",TRUE
Railplan,"6,092",GLA,"2,021","1,801","2,842",963,"1,845",339,"1,204",TRUE
Railplan,"6,093",GLA,"2,021",227,"2,254",764,"1,463",269,954,TRUE
Railplan,"6,094",GLA,"2,021","1,148","2,517",981,"1,669",310,"1,154",TRUE
Railplan,"6,095",GLA,"2,021",623,"1,153",449,764,142,528,TRUE
Railplan,"6,096",GLA,"2,021",677,"2,403",936,"1,592",296,"1,100",TRUE
Railplan,"6,097",GLA,"2,021","1,367","2,207",859,"1,462",271,"1,008",TRUE
Railplan,"6,098",GLA,"2,021","2,834","2,513",971,"1,735",275,"1,195",TRUE
Railplan,"6,099",GLA,"2,021",510,"1,966",717,"1,212",353,807,TRUE
Railplan,"6,130",GLA,"2,021",211,"2,842","1,133",0,0,0,FALSE
Railplan,"6,131",GLA,"2,021",659,"1,220",439,0,0,0,FALSE
Railplan,"6,132",GLA,"2,021","2,709","2,559","1,042",0,0,0,FALSE
Railplan,"6,133",GLA,"2,021","2,408",149,61,0,0,0,FALSE
Railplan,"6,134",GLA,"2,021","1,385","4,325","1,729",0,0,0,FALSE
Railplan,"6,135",GLA,"2,021","2,316","3,792","1,516",0,0,0,FALSE
Railplan,"6,136",GLA,"2,021",266,"3,552","1,303",0,0,0,FALSE
Railplan,"6,137",GLA,"2,021",394,"2,099",837,0,0,0,FALSE
Railplan,"6,138",GLA,"2,021",480,"1,733",691,0,0,0,FALSE
Railplan,"6,139",GLA,"2,021",509,"4,245","1,693",0,0,0,FALSE
Railplan,"6,140",GLA,"2,021",513,"1,648",664,0,0,0,FALSE
Railplan,"6,141",GLA,"2,021",137,"3,877","1,562",0,0,0,FALSE
Railplan,"6,142",GLA,"2,021",55,"3,332","1,345",0,0,0,FALSE
Railplan,"6,143",GLA,"2,021",354,"3,067","1,293",0,0,0,FALSE
Railplan,"6,144",GLA,"2,021",146,"2,099",916,0,0,0,FALSE
Railplan,"6,145",GLA,"2,021","1,020","3,022","1,319",0,0,0,FALSE
Railplan,"6,146",GLA,"2,021",806,"4,269","1,800",0,0,0,FALSE
Railplan,"6,147",GLA,"2,021","3,516","1,049",541,0,0,0,FALSE
Railplan,"6,148",GLA,"2,021","9,531",965,474,0,0,0,FALSE
Railplan,"6,149",GLA,"2,021","3,513","1,517",744,0,0,0,FALSE
Railplan,"6,150",GLA,"2,021","6,005","1,294",626,0,0,0,FALSE
Railplan,"6,152",GLA,"2,021","3,860",954,462,0,0,0,FALSE
Railplan,"6,153",GLA,"2,021","2,457","2,642","1,089",0,0,0,FALSE
Railplan,"6,154",GLA,"2,021","2,595","2,844","1,172",0,0,0,FALSE
Railplan,"6,155",GLA,"2,021","5,508",717,256,0,0,0,FALSE
Railplan,"6,156",GLA,"2,021",174,"1,428",510,0,0,0,FALSE
Railplan,"6,157",GLA,"2,021",801,"2,434","1,003",0,0,0,FALSE
Railplan,"6,158",GLA,"2,021",138,"1,611",664,0,0,0,FALSE
Railplan,"6,159",GLA,"2,021",386,"2,436","1,004",0,0,0,FALSE
Railplan,"6,160",GLA,"2,021",828,"2,524","1,040",0,0,0,FALSE
Railplan,"6,161",GLA,"2,021",386,"2,868","1,182",0,0,0,FALSE
Railplan,"6,162",GLA,"2,021",780,"2,456",982,0,0,0,FALSE
Railplan,"6,163",GLA,"2,021","1,849","3,348","1,284",0,0,0,FALSE
Railplan,"6,164",GLA,"2,021","1,149","2,822","1,083",0,0,0,FALSE
Railplan,"6,165",GLA,"2,021","1,486","1,238",558,0,0,0,FALSE
Railplan,"6,166",GLA,"2,021",209,987,466,0,0,0,FALSE
Railplan,"6,167",GLA,"2,021","6,428","1,791",845,0,0,0,FALSE
Railplan,"6,168",GLA,"2,021","1,058","1,907",778,0,0,0,FALSE
Railplan,"6,169",GLA,"2,021","2,160","3,992","1,579",0,0,0,FALSE
Railplan,"6,170",GLA,"2,021","4,634","2,015",848,0,0,0,FALSE
Railplan,"6,171",GLA,"2,021",489,"3,649","1,498",0,0,0,FALSE
Railplan,"6,172",GLA,"2,021","2,141","1,621",636,0,0,0,FALSE
Railplan,"6,173",GLA,"2,021",486,"2,758","1,052",0,0,0,FALSE
Railplan,"6,174",GLA,"2,021","2,164","3,077","1,173",0,0,0,FALSE
Railplan,"6,175",GLA,"2,021","2,165","1,574",691,0,0,0,FALSE
Railplan,"6,176",GLA,"2,021","5,324",835,380,0,0,0,FALSE
Railplan,"6,177",GLA,"2,021","5,576",971,470,0,0,0,FALSE
Railplan,"6,178",GLA,"2,021",276,"3,565","1,400",0,0,0,FALSE
Railplan,"6,179",GLA,"2,021",440,"3,054","1,203",0,0,0,FALSE
Railplan,"6,180",GLA,"2,021",253,"3,101","1,213",0,0,0,FALSE
Railplan,"6,181",GLA,"2,021","3,686","1,282",517,0,0,0,FALSE
Railplan,"6,182",GLA,"2,021",282,"4,225","1,705",0,0,0,FALSE
Railplan,"6,183",GLA,"2,021","6,649","1,426",571,0,0,0,FALSE
Railplan,"6,184",GLA,"2,021",752,"1,801",695,0,0,0,FALSE
Railplan,"6,185",GLA,"2,021",871,"1,006",398,0,0,0,FALSE
Railplan,"6,186",GLA,"2,021","1,306","1,040",410,0,0,0,FALSE
Railplan,"6,187",GLA,"2,021","9,274","22,730","9,242",0,0,0,FALSE
Railplan,"6,188",GLA,"2,021",898,"1,780",696,0,0,0,FALSE
Railplan,"6,189",GLA,"2,021",92,"4,441","1,737",0,0,0,FALSE
Railplan,"6,190",GLA,"2,021","2,562","3,542","1,429",0,0,0,FALSE
Railplan,"6,191",GLA,"2,021","1,961","3,530","1,424",0,0,0,FALSE
Railplan,"6,192",GLA,"2,021","2,895","4,141","1,671",0,0,0,FALSE
Railplan,"6,193",GLA,"2,021","1,396","4,455","1,674",0,0,0,FALSE
Railplan,"6,194",GLA,"2,021","4,942","1,572",615,0,0,0,FALSE
Railplan,"6,195",GLA,"2,021","2,339","2,218",875,0,0,0,FALSE
Railplan,"6,196",GLA,"2,021",458,"3,442","1,316",0,0,0,FALSE
Railplan,"6,197",GLA,"2,021","1,385","2,657","1,026",0,0,0,FALSE
Railplan,"6,198",GLA,"2,021","5,521","2,825","1,098",0,0,0,FALSE
Railplan,"6,199",GLA,"2,021",529,"3,589","1,404",0,0,0,FALSE
Railplan,"6,230",GLA,"2,021","1,026",357,149,246,49,179,TRUE
Railplan,"6,231",GLA,"2,021",182,"1,363",570,938,189,684,TRUE
Railplan,"6,232",GLA,"2,021",935,38,16,26,5,19,TRUE
Railplan,"6,233",GLA,"2,021","1,801",772,323,531,107,388,TRUE
Railplan,"6,234",GLA,"2,021",46,404,169,278,56,203,TRUE
Railplan,"6,235",GLA,"2,021",980,665,278,457,92,334,TRUE
Railplan,"6,236",GLA,"2,021",547,"3,516","1,470","2,420",487,"1,766",TRUE
Railplan,"6,237",GLA,"2,021","4,087",41,14,28,5,17,TRUE
Railplan,"6,238",GLA,"2,021","2,071",454,150,305,50,192,TRUE
Railplan,"6,239",GLA,"2,021","1,364",109,43,81,7,52,TRUE
Railplan,"6,240",GLA,"2,021","1,863",160,63,118,10,76,TRUE
Railplan,"6,241",GLA,"2,021","1,115",96,38,71,6,46,TRUE
Railplan,"6,242",GLA,"2,021",308,603,237,447,37,287,TRUE
Railplan,"6,243",GLA,"2,021","1,071",58,23,43,4,28,TRUE
Railplan,"6,244",GLA,"2,021",660,38,15,28,2,18,TRUE
Railplan,"6,245",GLA,"2,021",381,530,208,393,33,252,TRUE
Railplan,"6,246",GLA,"2,021",235,466,183,346,29,222,TRUE
Railplan,"6,247",GLA,"2,021",29,398,156,295,25,189,TRUE
Railplan,"6,248",GLA,"2,021",117,18,7,13,1,8,TRUE
Railplan,"6,249",GLA,"2,021",587,94,37,70,6,45,TRUE
Railplan,"6,250",GLA,"2,021",279,347,137,256,23,164,TRUE
Railplan,"6,251",GLA,"2,021",792,"2,358",951,"1,658",222,"1,093",TRUE
Railplan,"6,252",GLA,"2,021",117,"2,477","1,045","1,703",269,"1,185",TRUE
Railplan,"6,253",GLA,"2,021",73,"1,075",423,794,69,511,TRUE
Railplan,"6,254",GLA,"2,021",484,25,10,19,2,12,TRUE
Railplan,"6,255",GLA,"2,021",851,"1,983",779,"1,469",123,942,TRUE
Railplan,"6,256",GLA,"2,021",93,752,317,517,82,360,TRUE
Railplan,"6,257",GLA,"2,021",331,"1,664",555,"1,126",178,707,TRUE
Railplan,"6,258",GLA,"2,021","1,814","2,669",895,"1,798",292,"1,136",TRUE
Railplan,"6,274",GLA,"2,021",470,"3,348","1,370","2,229",270,"1,380",TRUE
Railplan,"6,275",GLA,"2,021","1,240","4,250","1,826","2,943",439,"1,977",TRUE
Railplan,"6,276",GLA,"2,021","2,656","2,745","1,128","1,833",227,"1,143",TRUE
Railplan,"6,277",GLA,"2,021",874,"4,081","1,820","2,756",499,"2,152",TRUE
Railplan,"6,278",GLA,"2,021",613,"4,359","1,944","2,944",533,"2,299",TRUE
Railplan,"6,279",GLA,"2,021",460,"3,753","1,674","2,535",459,"1,979",TRUE
Railplan,"6,280",GLA,"2,021","2,674","1,947",801,"1,349",202,917,TRUE
Railplan,"6,281",GLA,"2,021",734,"6,378","2,585","4,440",639,"2,942",TRUE
Railplan,"6,282",GLA,"2,021","1,405","3,570","1,529","2,481",390,"1,716",TRUE
Railplan,"6,283",GLA,"2,021",584,"3,509","1,476","2,413",381,"1,676",TRUE
Railplan,"6,284",GLA,"2,021","2,437","3,885","1,687","2,714",422,"1,856",TRUE
Railplan,"6,285",GLA,"2,021",389,"3,066","1,301","2,116",333,"1,466",TRUE
Railplan,"6,287",GLA,"2,021",277,"3,300","1,337","2,297",331,"1,522",TRUE
Railplan,"6,296",GLA,"2,021","1,928","3,911","1,548","2,676",513,"1,885",TRUE
Railplan,"6,298",GLA,"2,021",296,"4,505","1,883","3,100",624,"2,263",TRUE
Railplan,"6,365",GLA,"2,021","1,578","2,640",900,"1,738",345,"1,206",TRUE
Railplan,"6,366",GLA,"2,021","1,224","2,075",920,"1,486",190,"1,086",TRUE
Railplan,"6,367",GLA,"2,021",65,"2,617","1,161","1,874",240,"1,369",TRUE
Railplan,"6,368",GLA,"2,021",70,"2,277",916,"1,542",268,"1,191",TRUE
Railplan,"6,369",GLA,"2,021",336,"2,110",840,"1,421",254,"1,103",TRUE
Railplan,"6,370",GLA,"2,021",459,"3,012","1,198","2,027",363,"1,575",TRUE
Railplan,"6,371",GLA,"2,021",843,"2,787","1,116","1,894",335,"1,457",TRUE
Railplan,"6,372",GLA,"2,021",180,"2,938","1,168","1,977",354,"1,536",TRUE
Railplan,"6,373",GLA,"2,021",769,"3,133","1,246","2,108",378,"1,638",TRUE
Railplan,"6,374",GLA,"2,021",707,"4,137","1,753","2,891",437,"2,178",TRUE
Railplan,"6,375",GLA,"2,021","2,216","2,897","1,223","2,077",335,"1,544",TRUE
Railplan,"6,376",GLA,"2,021",488,"5,011","2,069","3,546",592,"2,619",TRUE
Railplan,"6,377",GLA,"2,021",681,"3,540","1,591","2,637",386,"1,991",TRUE
Railplan,"6,378",GLA,"2,021",830,"4,517","1,907","3,172",509,"2,254",TRUE
Railplan,"6,379",GLA,"2,021","1,128","3,290","1,378","2,346",383,"1,736",TRUE
Railplan,"6,380",GLA,"2,021","3,196","3,672","1,680","2,713",350,"2,023",TRUE
Railplan,"6,381",GLA,"2,021","1,175","3,848","1,707","2,756",353,"2,014",TRUE
Railplan,"6,382",GLA,"2,021",773,"3,572","1,479","2,434",433,"1,739",TRUE
Railplan,"6,383",GLA,"2,021",693,"4,900","2,004","3,312",628,"2,360",TRUE
Railplan,"6,384",GLA,"2,021",737,"4,156","1,689","2,795",535,"1,985",TRUE
Railplan,"6,385",GLA,"2,021","1,740",395,166,273,54,200,TRUE
Railplan,"6,386",GLA,"2,021","4,118","2,221","1,068","1,725",225,"1,325",TRUE
Railplan,"6,387",GLA,"2,021",256,"2,204",938,"1,540",295,"1,132",TRUE
Railplan,"6,388",GLA,"2,021",593,"3,063","1,280","2,108",424,"1,539",TRUE
Railplan,"6,389",GLA,"2,021",84,"1,663",676,"1,118",214,794,TRUE
Railplan,"6,390",GLA,"2,021",357,"3,955","1,607","2,659",509,"1,889",TRUE
Railplan,"6,391",GLA,"2,021","1,933","3,511","1,427","2,361",452,"1,677",TRUE
Railplan,"6,392",GLA,"2,021",281,"2,590",970,"1,677",348,"1,184",TRUE
Railplan,"6,393",GLA,"2,021",615,"2,872","1,053","1,842",389,"1,299",TRUE
Railplan,"6,394",GLA,"2,021",998,"3,036","1,091","2,020",382,"1,424",TRUE
Railplan,"6,395",GLA,"2,021","3,179","2,089",717,"1,372",274,954,TRUE
Railplan,"6,396",GLA,"2,021","1,106","3,116","1,062","2,052",407,"1,424",TRUE
Railplan,"6,397",GLA,"2,021","1,291","5,508","1,822","3,609",827,"2,638",TRUE
Railplan,"6,398",GLA,"2,021","1,626","3,851","1,332","2,546",548,"1,860",TRUE
Railplan,"6,399",GLA,"2,021","5,846","1,924",925,"1,495",195,"1,148",TRUE
Railplan,"6,401",GLA,"2,021",35,9,3,6,1,3,TRUE
Railplan,"6,402",GLA,"2,021",104,621,173,416,66,231,TRUE
Railplan,"6,456",GLA,"2,021",650,"4,062","1,166","2,673",432,"1,486",TRUE
Railplan,"6,457",GLA,"2,021","1,026","4,279","1,296","2,853",465,"1,600",TRUE
Railplan,"6,458",GLA,"2,021","1,765","4,337","1,309","2,890",471,"1,619",TRUE
Railplan,"6,459",GLA,"2,021",816,"4,444","1,347","2,988",467,"1,665",TRUE
Railplan,"6,460",GLA,"2,021",581,"4,334","1,311","2,926",445,"1,624",TRUE
Railplan,"6,461",GLA,"2,021","1,372","3,352",947,"2,197",354,"1,218",TRUE
Railplan,"6,462",GLA,"2,021",789,"7,025","2,056","4,591",843,"2,561",TRUE
Railplan,"6,463",GLA,"2,021",156,"4,659","1,299","3,119",494,"1,735",TRUE
Railplan,"6,464",GLA,"2,021","1,232","6,104","1,702","4,087",647,"2,273",TRUE
Railplan,"6,465",GLA,"2,021",104,"1,280",357,857,136,476,TRUE
Railplan,"6,466",GLA,"2,021","7,402","1,887",564,"1,328",153,711,TRUE
Railplan,"6,467",GLA,"2,021",677,"3,367",944,"2,265",349,"1,255",TRUE
Railplan,"6,468",GLA,"2,021","3,714","3,319",925,"2,222",352,"1,236",TRUE
Railplan,"6,469",GLA,"2,021","2,051","3,247","1,377","2,205",359,"1,597",TRUE
Railplan,"6,470",GLA,"2,021",825,"4,033","1,694","2,733",453,"1,999",TRUE
Railplan,"6,471",GLA,"2,021","2,799",931,373,631,106,468,TRUE
Railplan,"6,472",GLA,"2,021",525,"3,779","1,601","2,564",420,"1,857",TRUE
Railplan,"6,473",GLA,"2,021","1,386","4,610","1,373","3,274",351,"1,738",TRUE
Railplan,"6,474",GLA,"2,021",321,"4,201","1,583","2,679",444,"1,654",TRUE
Railplan,"6,475",GLA,"2,021",257,"3,005","1,143","1,912",312,"1,177",TRUE
Railplan,"6,476",GLA,"2,021","1,214","5,460","1,721","3,594",733,"2,338",TRUE
Railplan,"6,477",GLA,"2,021",413,"4,417","1,593","2,840",499,"1,778",TRUE
Railplan,"6,478",GLA,"2,021",393,"4,168","1,444","2,720",554,"1,853",TRUE
Railplan,"6,479",GLA,"2,021","2,901","1,695",579,"1,135",213,759,TRUE
Railplan,"6,480",GLA,"2,021","1,022","4,672","1,694","3,018",626,"2,109",TRUE
Railplan,"6,481",GLA,"2,021",378,"5,165","1,744","3,450",657,"2,294",TRUE
Railplan,"6,482",GLA,"2,021",485,"4,751","1,498","3,123",639,"2,022",TRUE
Railplan,"6,483",GLA,"2,021",917,"4,486","1,356","2,932",568,"1,736",TRUE
Railplan,"6,484",GLA,"2,021",349,"5,690","1,802","3,584",806,"2,034",TRUE
Railplan,"6,485",GLA,"2,021","1,169","3,264","1,243","2,113",414,"1,445",TRUE
Railplan,"6,486",GLA,"2,021",447,"3,648","1,389","2,348",466,"1,614",TRUE
Railplan,"6,487",GLA,"2,021",648,"4,592","1,762","2,971",588,"2,050",TRUE
Railplan,"6,488",GLA,"2,021",513,"4,660","1,789","3,016",596,"2,082",TRUE
Railplan,"6,489",GLA,"2,021","1,186","3,324","1,265","2,115",345,"1,301",TRUE
Railplan,"6,490",GLA,"2,021",513,"3,935","1,497","2,504",409,"1,541",TRUE
Railplan,"6,491",GLA,"2,021",545,"4,998","1,902","3,181",519,"1,957",TRUE
Railplan,"6,492",GLA,"2,021","3,571","2,451",900,"1,574",332,"1,110",TRUE
Railplan,"6,493",GLA,"2,021","2,998","3,046","1,120","1,957",411,"1,382",TRUE
Railplan,"6,494",GLA,"2,021","2,644","5,184","1,832","3,357",633,"2,298",TRUE
Railplan,"6,495",GLA,"2,021",604,"5,271","1,878","3,407",624,"2,310",TRUE
Railplan,"6,496",GLA,"2,021","1,007","4,806","1,712","3,107",569,"2,106",TRUE
Railplan,"6,497",GLA,"2,021",725,"5,364","1,925","3,462",627,"2,325",TRUE
Railplan,"6,498",GLA,"2,021","3,343","2,594",990,"1,657",271,"1,031",TRUE
Railplan,"6,499",GLA,"2,021","1,251","3,854","1,464","2,453",402,"1,514",TRUE
Railplan,"6,503",GLA,"2,021","10,487",2,1,1,0,1,TRUE
Railplan,"6,504",GLA,"2,021","4,499",134,27,125,3,46,TRUE
Railplan,"6,505",GLA,"2,021","23,364",302,106,255,20,143,TRUE
Railplan,"6,506",GLA,"2,021","5,361",17,4,15,1,7,TRUE
Railplan,"6,509",GLA,"2,021","11,799",447,164,303,45,224,TRUE
Railplan,"6,601",GLA,"2,021","4,208","4,343","1,651","2,985",405,"2,135",TRUE
Railplan,"6,608",GLA,"2,021","1,939",38,14,26,4,19,TRUE
Railplan,"6,610",GLA,"2,021","2,176","2,711","1,023","1,857",257,"1,339",TRUE
Railplan,"6,611",GLA,"2,021",863,"1,058",389,718,106,531,TRUE
Railplan,"6,612",GLA,"2,021",989,"1,556",573,"1,056",155,780,TRUE
Railplan,"6,646",GLA,"2,021","1,159",994,386,662,88,428,TRUE
Railplan,"6,647",GLA,"2,021",66,"1,263",490,840,111,544,TRUE
Railplan,"6,648",GLA,"2,021",612,"1,422",552,947,125,612,TRUE
Railplan,"6,649",GLA,"2,021",237,"1,989",639,"1,313",168,788,TRUE
Railplan,"6,650",GLA,"2,021",66,"2,080",807,"1,384",183,895,TRUE
Railplan,"6,651",GLA,"2,021","1,399","1,075",418,716,95,463,TRUE
Railplan,"6,652",GLA,"2,021",853,"1,580",613,"1,052",139,680,TRUE
Railplan,"6,653",GLA,"2,021","1,768","3,865","1,435","2,438",424,"1,640",TRUE
Railplan,"6,654",GLA,"2,021",619,"2,396",890,"1,511",263,"1,017",TRUE
Railplan,"6,655",GLA,"2,021",508,"2,627",976,"1,657",289,"1,115",TRUE
Railplan,"6,656",GLA,"2,021",444,"2,192",814,"1,383",241,931,TRUE
